# RA = 11 04 27.31 (166.1138)
# Dec = +38 12 31.79 (38.20883)
# Redshift = 0.0
# nH = 1.92E20 cm^-2 
# BeppoSAX Spectra (Giommi et al. 2002) (id = 40)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
1.5000E10     0.0000E00    6.9400E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    9.0800E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    4.4900E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.9600E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    4.5600E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    3.9700E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.5600E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.0900E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.5100E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    5.8000E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.0900E-15   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.3600E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.1500E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.6900E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    7.2500E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.6700E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    4.9500E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.6000E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    5.0400E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    4.3200E-14   0.0000E00 0.0   0.0
1.5000E10     0.0000E00    6.8200E-14   0.0000E00 0.0   0.0
1.4600E10     0.0000E00    6.2500E-14   0.0000E00 0.0   0.0
1.4500E10     0.0000E00    7.1600E-14   0.0000E00 0.0   0.0
1.0600E10     0.0000E00    6.7100E-14   0.0000E00 0.0   0.0
1.0500E10     0.0000E00    4.9100E-14   0.0000E00 0.0   0.0
8.4600E09     0.0000E00    5.3400E-14   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    5.3100E-14   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    2.2900E-14   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    5.3000E-14   0.0000E00 0.0   0.0
8.4000E09     0.0000E00    3.1900E-14   0.0000E00 0.0   0.0
8.3500E09     0.0000E00    4.1700E-14   0.0000E00 0.0   0.0
8.0000E09     0.0000E00    4.2300E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.4100E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    2.1100E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.3100E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.9900E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    2.0000E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    3.6500E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.6700E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.6200E-14   0.0000E00 0.0   0.0
5.0000E09     0.0000E00    1.0000E-14   0.0000E00 0.0   0.0
4.8900E09     0.0000E00    2.9300E-14   0.0000E00 0.0   0.0
4.8500E09     0.0000E00    3.5000E-14   0.0000E00 0.0   0.0
4.8500E09     0.0000E00    2.9100E-14   0.0000E00 0.0   0.0
4.8500E09     0.0000E00    3.4500E-14   0.0000E00 0.0   0.0
4.8500E09     0.0000E00    3.5100E-14   0.0000E00 0.0   0.0
4.8300E09     0.0000E00    3.2700E-14   0.0000E00 0.0   0.0
4.8000E09     0.0000E00    3.1000E-14   0.0000E00 0.0   0.0
4.8000E09     0.0000E00    2.8800E-14   0.0000E00 0.0   0.0
4.7600E09     0.0000E00    2.7800E-14   0.0000E00 0.0   0.0
4.7500E09     0.0000E00    2.7700E-14   0.0000E00 0.0   0.0
4.5800E09     0.0000E00    2.8000E-14   0.0000E00 0.0   0.0
1.6000E09     0.0000E00    3.7100E-15   0.0000E00 0.0   0.0
1.6000E09     0.0000E00    5.2000E-15   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.0800E-14   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    7.6800E-15   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    7.6700E-15   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.1700E-14   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.2300E-14   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    1.0700E-14   0.0000E00 0.0   0.0
1.4000E09     0.0000E00    8.0900E-15   0.0000E00 0.0   0.0
1.3800E09     0.0000E00    8.6900E-15   0.0000E00 0.0   0.0
4.0800E08     0.0000E00    4.6800E-15   0.0000E00 0.0   0.0
4.0800E08     0.0000E00    4.6500E-15   0.0000E00 0.0   0.0
3.6500E08     0.0000E00    2.8300E-15   0.0000E00 0.0   0.0
3.2500E08     0.0000E00    4.6000E-15   0.0000E00 0.0   0.0
1.5200E08     0.0000E00    2.5500E-15   0.0000E00 0.0   0.0
1.5200E08     0.0000E00    2.6200E-15   0.0000E00 0.0   0.0
7.4000E07     0.0000E00    1.0400E-15   0.0000E00 0.0   0.0
7.4000E07     0.0000E00    1.2900E-15   0.0000E00 0.0   0.0
7.3800E07     0.0000E00    1.4100E-15   0.0000E00 0.0   0.0
# Catalina RTS (id = 1)
#   frequency \gn (Hz)    Bin   Nufnu (erg cm^-2 s^-1)  Nufnu (erg cm^-2 s^-1)_error    TStart    TStop
5.4500E14     0.0000E00    2.5674E-10   1.2100E-11    54095.39818    54095.39818
5.4500E14     0.0000E00    2.5674E-10   1.2100E-11    54095.42301    54095.42301
5.4500E14     0.0000E00    1.7927E-10   1.0185E-11    53902.22979    53902.22979
5.4500E14     0.0000E00    1.6807E-10   9.5495E-12    53902.23176    53902.23176
5.4500E14     0.0000E00    1.8092E-10   1.0280E-11    53902.23276    53902.23276
5.4500E14     0.0000E00    1.8260E-10   1.0375E-11    53866.26385    53866.26385
5.4500E14     0.0000E00    1.6501E-10   9.3752E-12    53866.26459    53866.26459
5.4500E14     0.0000E00    1.7762E-10   1.0092E-11    53866.26533    53866.26533
5.4500E14     0.0000E00    1.8260E-10   1.0375E-11    53866.26626    53866.26626
5.4500E14     0.0000E00    2.2361E-10   1.0539E-11    54158.20064    54158.20064
5.4500E14     0.0000E00    2.3632E-10   1.1137E-11    54158.21487    54158.21487
5.4500E14     0.0000E00    2.0582E-10   9.7002E-12    54260.19479    54260.19479
5.4500E14     0.0000E00    2.0965E-10   9.8806E-12    54273.20849    54273.20849
5.4500E14     0.0000E00    2.1159E-10   9.9720E-12    54273.21443    54273.21443
5.4500E14     0.0000E00    2.8151E-10   1.3267E-11    54169.23305    54169.23305
5.4500E14     0.0000E00    2.8412E-10   1.3390E-11    54169.24122    54169.24122
5.4500E14     0.0000E00    3.2322E-10   1.5233E-11    54176.30403    54176.30403
5.4500E14     0.0000E00    2.2156E-10   1.0442E-11    54244.20814    54244.20814
5.4500E14     0.0000E00    2.4071E-10   1.1344E-11    54417.49631    54417.49631
5.4500E14     0.0000E00    2.4746E-10   1.1662E-11    54559.19128    54559.19128
5.4500E14     0.0000E00    1.9656E-10   9.2636E-12    54572.24563    54572.24563
5.4500E14     0.0000E00    2.1953E-10   1.0346E-11    54572.25127    54572.25127
5.4500E14     0.0000E00    1.9656E-10   9.2636E-12    54572.25691    54572.25691
5.4500E14     0.0000E00    2.4071E-10   1.1344E-11    54584.2136    54584.2136
5.4500E14     0.0000E00    2.4975E-10   1.1770E-11    54805.43454    54805.43454
5.4500E14     0.0000E00    4.3003E-10   2.0267E-11    54497.23788    54497.23788
5.4500E14     0.0000E00    5.3149E-10   2.5049E-11    54497.24227    54497.24227
5.4500E14     0.0000E00    6.8155E-10   3.2120E-11    54497.24664    54497.24664
5.4500E14     0.0000E00    4.3401E-10   2.0454E-11    54497.25103    54497.25103
5.4500E14     0.0000E00    2.9751E-10   1.4021E-11    54507.30568    54507.30568
5.4500E14     0.0000E00    3.3845E-10   1.5951E-11    54507.31321    54507.31321
5.4500E14     0.0000E00    3.1441E-10   1.4818E-11    54507.32069    54507.32069
5.4500E14     0.0000E00    2.8940E-10   1.3639E-11    54480.26016    54480.26016
5.4500E14     0.0000E00    2.6884E-10   1.2670E-11    54535.39693    54535.39693
5.4500E14     0.0000E00    1.8771E-10   8.8467E-12    54548.35659    54548.35659
5.4500E14     0.0000E00    2.1355E-10   1.0064E-11    54548.36271    54548.36271
5.4500E14     0.0000E00    2.0582E-10   9.7002E-12    54548.36886    54548.36886
5.4500E14     0.0000E00    2.0394E-10   9.6113E-12    54548.37502    54548.37502
5.4500E14     0.0000E00    2.8675E-10   1.3514E-11    54594.2857    54594.2857
5.4500E14     0.0000E00    2.8412E-10   1.3390E-11    54594.29327    54594.29327
5.4500E14     0.0000E00    2.6638E-10   1.2554E-11    54594.30083    54594.30083
5.4500E14     0.0000E00    2.4071E-10   1.1344E-11    54790.52407    54790.52407
5.4500E14     0.0000E00    3.1441E-10   1.4818E-11    55183.41274    55183.41274
5.4500E14     0.0000E00    2.7133E-10   1.2787E-11    55183.42203    55183.42203
5.4500E14     0.0000E00    2.0773E-10   9.7900E-12    54875.39484    54875.39484
5.4500E14     0.0000E00    2.3201E-10   1.0934E-11    54952.29581    54952.29581
5.4500E14     0.0000E00    2.2156E-10   1.0442E-11    54952.30375    54952.30375
5.4500E14     0.0000E00    2.8675E-10   1.3514E-11    54975.22074    54975.22074
5.4500E14     0.0000E00    3.2026E-10   1.5093E-11    54975.22912    54975.22912
5.4500E14     0.0000E00    2.3201E-10   1.0934E-11    55293.31841    55293.31841
5.4500E14     0.0000E00    2.4071E-10   1.1344E-11    55302.18794    55302.18794
5.4500E14     0.0000E00    2.8151E-10   1.3267E-11    55244.34991    55244.34991
5.4500E14     0.0000E00    2.7893E-10   1.3146E-11    55244.35625    55244.35625
5.4500E14     0.0000E00    2.4746E-10   1.1662E-11    55355.17252    55355.17252
5.4500E14     0.0000E00    2.5439E-10   1.1989E-11    55322.24807    55322.24807
5.4500E14     0.0000E00    2.4519E-10   1.1555E-11    55322.2591    55322.2591
5.4500E14     0.0000E00    2.5206E-10   1.1879E-11    55326.13044    55326.13044
5.4500E14     0.0000E00    2.2777E-10   1.0735E-11    55337.23496    55337.23496
5.4500E14     0.0000E00    2.2361E-10   1.0539E-11    55337.24586    55337.24586
5.4500E14     0.0000E00    3.4793E-10   1.6398E-11    55528.4749    55528.4749
5.4500E14     0.0000E00    3.7111E-10   1.7490E-11    55528.4889    55528.4889
5.4500E14     0.0000E00    4.6291E-10   2.1816E-11    55576.30781    55576.30781
5.4500E14     0.0000E00    4.7152E-10   2.2222E-11    55576.31466    55576.31466
5.4500E14     0.0000E00    4.7152E-10   2.2222E-11    55576.32148    55576.32148
5.4500E14     0.0000E00    4.3802E-10   2.0643E-11    55576.32832    55576.32832
5.4500E14     0.0000E00    2.2988E-10   1.0834E-11    55723.20138    55723.20138
5.4500E14     0.0000E00    2.2777E-10   1.0735E-11    55723.20814    55723.20814
5.4500E14     0.0000E00    2.3632E-10   1.1137E-11    55723.21503    55723.21503
5.4500E14     0.0000E00    2.2568E-10   1.0636E-11    55723.2219    55723.2219
5.4500E14     0.0000E00    4.6291E-10   2.1816E-11    55626.37026    55626.37026
5.4500E14     0.0000E00    3.4793E-10   1.6398E-11    55626.38181    55626.38181
5.4500E14     0.0000E00    3.4158E-10   1.6098E-11    55632.35532    55632.35532
5.4500E14     0.0000E00    3.7454E-10   1.7652E-11    55685.19029    55685.19029
5.4500E14     0.0000E00    3.9948E-10   1.8827E-11    55685.19475    55685.19475
5.4500E14     0.0000E00    4.1831E-10   1.9714E-11    55685.19925    55685.19925
5.4500E14     0.0000E00    3.6099E-10   1.7013E-11    55685.20375    55685.20375
5.4500E14     0.0000E00    2.3415E-10   1.1035E-11    54640.17448    54640.17448
5.4500E14     0.0000E00    2.4071E-10   1.1344E-11    54640.18764    54640.18764
5.4500E14     0.0000E00    2.3201E-10   1.0934E-11    54640.19423    54640.19423
5.4500E14     0.0000E00    2.7133E-10   1.2787E-11    55882.46602    55882.46602
5.4500E14     0.0000E00    2.8940E-10   1.3639E-11    55882.47126    55882.47126
5.4500E14     0.0000E00    2.7384E-10   1.2906E-11    55882.48156    55882.48156
5.4500E14     0.0000E00    2.5206E-10   1.1879E-11    55958.32902    55958.32902
5.4500E14     0.0000E00    2.7637E-10   1.3025E-11    55990.19485    55990.19485
5.4500E14     0.0000E00    2.8151E-10   1.3267E-11    55990.19993    55990.19993
5.4500E14     0.0000E00    3.1153E-10   1.4682E-11    55990.2051    55990.2051
5.4500E14     0.0000E00    3.2026E-10   1.5093E-11    56016.24467    56016.24467
5.4500E14     0.0000E00    3.1153E-10   1.4682E-11    56016.25707    56016.25707
5.4500E14     0.0000E00    4.2609E-10   2.0081E-11    56067.28148    56067.28148
5.4500E14     0.0000E00    4.4617E-10   2.1027E-11    56067.28762    56067.28762
5.4500E14     0.0000E00    3.3535E-10   1.5805E-11    56100.16159    56100.16159
5.4500E14     0.0000E00    3.7111E-10   1.7490E-11    56100.16666    56100.16666
5.4500E14     0.0000E00    3.6433E-10   1.7170E-11    56100.17707    56100.17707
5.4500E14     0.0000E00    3.7454E-10   1.7652E-11    56265.47386    56265.47386
5.4500E14     0.0000E00    3.8150E-10   1.7980E-11    56265.48267    56265.48267
5.4500E14     0.0000E00    3.7454E-10   1.7652E-11    56265.48776    56265.48776
5.4500E14     0.0000E00    3.6433E-10   1.7170E-11    56265.49283    56265.49283
5.4500E14     0.0000E00    3.8150E-10   1.7980E-11    56302.40949    56302.40949
5.4500E14     0.0000E00    3.9219E-10   1.8483E-11    56302.41463    56302.41463
5.4500E14     0.0000E00    3.5115E-10   1.6549E-11    56310.35543    56310.35543
5.4500E14     0.0000E00    3.5768E-10   1.6857E-11    56310.37238    56310.37238
5.4500E14     0.0000E00    3.1153E-10   1.4682E-11    56325.23525    56325.23525
5.4500E14     0.0000E00    3.0026E-10   1.4151E-11    56325.24109    56325.24109
5.4500E14     0.0000E00    3.0584E-10   1.4414E-11    56325.24687    56325.24687
5.4500E14     0.0000E00    3.0304E-10   1.4282E-11    56325.25266    56325.25266
5.4500E14     0.0000E00    3.2621E-10   1.5374E-11    56340.36869    56340.36869
5.4500E14     0.0000E00    3.2621E-10   1.5374E-11    56340.37584    56340.37584
5.4500E14     0.0000E00    5.2179E-10   2.4591E-11    56365.23789    56365.23789
5.4500E14     0.0000E00    4.2218E-10   1.9897E-11    56365.24465    56365.24465
5.4500E14     0.0000E00    3.7801E-10   1.7815E-11    56371.34049    56371.34049
5.4500E14     0.0000E00    3.9582E-10   1.8654E-11    56371.34446    56371.34446
5.4500E14     0.0000E00    4.0691E-10   1.9177E-11    56371.34843    56371.34843
5.4500E14     0.0000E00    4.2609E-10   2.0081E-11    56371.35237    56371.35237
5.4500E14     0.0000E00    2.5912E-10   1.2212E-11    55949.34504    55949.34504
5.4500E14     0.0000E00    2.4975E-10   1.1770E-11    55949.35529    55949.35529
5.4500E14     0.0000E00    5.0292E-10   2.3702E-11    56400.30992    56400.30992
5.4500E14     0.0000E00    4.0691E-10   1.9177E-11    56420.15967    56420.15967
5.4500E14     0.0000E00    4.4617E-10   2.1027E-11    56420.17831    56420.17831
5.4500E14     0.0000E00    4.4617E-10   2.1027E-11    56450.15871    56450.15871
5.4500E14     0.0000E00    4.2218E-10   1.9897E-11    56450.16481    56450.16481
